Record,Time,Latitude,Longitude,Altitude,Speed,GForceX,GForceZ,Lap,LeanAngle,GyroX,GyroY,GyroZ
206,2026-09-12T12:31:38.320Z,48.0556978,17.5704458,120.1,27.88,-0.019,0.991,0,-1.3,2.92,-0.57,4.03
207,2026-09-12T12:31:38.360Z,48.0556953,17.5704439,120.1,28.02,-0.021,0.994,0,-1.3,3.10,-0.60,3.91
208,2026-09-12T12:31:38.400Z,48.0556928,17.5704421,120.1,28.14,-0.018,1.005,0,-1.7,3.24,-0.62,3.75
209,2026-09-12T12:31:38.440Z,48.0556902,17.5704403,120.2,28.31,-0.021,1.005,0,-1.7,3.46,-0.51,3.61
210,2026-09-12T12:31:38.480Z,48.0556875,17.5704386,120.1,28.18,-0.017,1.005,0,-1.1,3.45,-0.68,3.54
211,2026-09-12T12:31:38.520Z,48.0556850,17.5704370,120.1,27.92,-0.016,1.004,0,-0.8,3.53,-0.77,3.49
212,2026-09-12T12:31:38.560Z,48.0556826,17.5704352,120.1,27.78,-0.026,0.995,0,-0.1,3.65,-0.84,3.54
213,2026-09-12T12:31:38.600Z,48.0556800,17.5704334,120.1,27.77,-0.022,0.992,0,-0.5,3.74,-1.20,3.62
214,2026-09-12T12:31:38.640Z,48.0556774,17.5704317,120.1,28.04,-0.020,0.999,0,-0.9,4.11,-1.31,3.67
215,2026-09-12T12:31:38.680Z,48.0556748,17.5704299,120.1,28.23,-0.027,0.999,0,-0.9,4.63,-1.00,3.67
216,2026-09-12T12:31:38.720Z,48.0556722,17.5704282,120.1,28.34,-0.024,1.006,0,-0.7,4.92,-0.83,3.53
217,2026-09-12T12:31:38.760Z,48.0556696,17.5704264,120.1,28.34,-0.016,1.018,0,-0.5,4.95,-0.50,3.23
218,2026-09-12T12:31:38.800Z,48.0556671,17.5704248,120.1,28.23,-0.023,1.010,0,-0.0,4.91,-0.17,2.76
219,2026-09-12T12:31:38.840Z,48.0556646,17.5704230,120.1,28.09,-0.026,1.007,0,0.3,4.67,-0.29,2.27
220,2026-09-12T12:31:38.880Z,48.0556619,17.5704214,120.1,28.11,-0.023,1.005,0,0.2,4.46,-0.43,1.85
221,2026-09-12T12:31:38.920Z,48.0556595,17.5704197,120.1,27.89,-0.030,0.995,0,1.0,4.42,-0.42,1.56
222,2026-09-12T12:31:38.960Z,48.0556570,17.5704179,120.1,27.98,-0.024,0.988,0,0.4,4.34,-0.64,1.38
223,2026-09-12T12:31:39.000Z,48.0556543,17.5704161,120.1,28.20,-0.027,0.991,0,0.1,4.32,-0.56,1.39
224,2026-09-12T12:31:39.040Z,48.0556520,17.5704142,120.1,27.98,-0.037,0.994,0,-0.1,4.43,-0.33,1.40
225,2026-09-12T12:31:39.080Z,48.0556494,17.5704124,120.1,28.05,-0.040,0.998,0,-0.2,4.35,-0.43,1.23
226,2026-09-12T12:31:39.120Z,48.0556468,17.5704108,120.1,28.12,-0.040,1.003,0,0.3,4.23,-0.61,1.04
227,2026-09-12T12:31:39.160Z,48.0556443,17.5704091,120.1,28.14,-0.034,1.010,0,0.7,4.14,-0.73,0.76
228,2026-09-12T12:31:39.200Z,48.0556416,17.5704072,120.1,28.21,-0.028,1.004,0,1.0,4.09,-0.56,0.50
229,2026-09-12T12:31:39.240Z,48.0556391,17.5704054,120.1,28.17,-0.016,0.999,0,0.6,3.62,-0.66,0.30
230,2026-09-12T12:31:39.280Z,48.0556366,17.5704036,120.1,28.19,-0.010,1.003,0,0.7,3.31,-0.39,0.06
231,2026-09-12T12:31:39.320Z,48.0556341,17.5704019,120.1,28.12,-0.013,0.994,0,0.7,2.82,-0.22,-0.14
232,2026-09-12T12:31:39.360Z,48.0556315,17.5704002,120.1,28.33,-0.026,0.996,0,0.6,2.41,-0.07,-0.32
233,2026-09-12T12:31:39.400Z,48.0556289,17.5703983,120.1,28.19,-0.037,0.999,0,1.2,2.02,0.04,-0.53
234,2026-09-12T12:31:39.440Z,48.0556264,17.5703965,120.0,28.20,-0.043,0.997,0,0.9,1.78,0.30,-0.76
235,2026-09-12T12:31:39.480Z,48.0556239,17.5703947,120.0,28.28,-0.041,0.995,0,1.0,1.42,0.26,-0.95
236,2026-09-12T12:31:39.520Z,48.0556214,17.5703928,120.1,28.32,-0.036,0.995,0,0.8,0.99,0.16,-1.14
237,2026-09-12T12:31:39.560Z,48.0556191,17.5703908,120.1,28.11,-0.031,0.992,0,1.2,0.60,0.02,-1.29
238,2026-09-12T12:31:39.600Z,48.0556166,17.5703890,120.1,28.18,-0.019,0.994,0,0.8,0.27,-0.19,-1.51
239,2026-09-12T12:31:39.640Z,48.0556140,17.5703872,120.1,28.31,-0.011,0.997,0,1.0,-0.08,-0.40,-1.69
240,2026-09-12T12:31:39.680Z,48.0556115,17.5703854,120.1,28.39,-0.006,0.998,0,0.9,-0.52,-0.28,-1.69
241,2026-09-12T12:31:39.720Z,48.0556090,17.5703835,120.1,28.44,-0.011,0.998,0,1.1,-0.85,0.05,-1.57
242,2026-09-12T12:31:39.760Z,48.0556064,17.5703817,120.1,28.38,-0.019,0.998,0,1.1,-1.12,0.44,-1.40
243,2026-09-12T12:31:39.800Z,48.0556039,17.5703798,120.1,28.24,-0.026,1.002,0,1.2,-1.45,0.78,-1.13
244,2026-09-12T12:31:39.840Z,48.0556014,17.5703780,120.1,28.27,-0.033,0.995,0,1.1,-1.68,1.00,-0.95
245,2026-09-12T12:31:39.880Z,48.0555989,17.5703761,120.1,28.23,-0.036,0.993,0,0.7,-1.81,0.82,-0.88
246,2026-09-12T12:31:39.920Z,48.0555964,17.5703743,120.1,28.23,-0.027,0.992,0,0.6,-2.06,0.64,-0.65
247,2026-09-12T12:31:39.960Z,48.0555938,17.5703724,120.1,28.27,-0.019,0.984,0,0.8,-2.23,0.35,-0.37
248,2026-09-12T12:31:40.000Z,48.0555912,17.5703706,120.0,28.57,-0.020,0.985,0,0.9,-2.37,0.16,0.07
249,2026-09-12T12:31:40.040Z,48.0555889,17.5703686,120.1,28.36,-0.023,0.989,0,1.5,-2.38,-0.03,0.57
250,2026-09-12T12:31:40.080Z,48.0555863,17.5703668,120.1,28.44,-0.033,0.995,0,1.0,-2.11,-0.09,1.05
251,2026-09-12T12:31:40.120Z,48.0555839,17.5703649,120.1,28.40,-0.035,1.001,0,1.0,-1.83,-0.24,1.42
252,2026-09-12T12:31:40.160Z,48.0555815,17.5703630,120.1,28.42,-0.026,1.008,0,0.9,-1.52,-0.46,1.64
253,2026-09-12T12:31:40.200Z,48.0555790,17.5703610,120.1,28.54,-0.015,1.008,0,0.8,-1.35,-0.64,1.80
254,2026-09-12T12:31:40.240Z,48.0555765,17.5703591,120.1,28.45,-0.008,1.006,0,1.0,-1.17,-0.71,1.93
255,2026-09-12T12:31:40.280Z,48.0555739,17.5703572,120.1,28.57,-0.006,1.008,0,0.7,-0.93,-0.61,2.07
256,2026-09-12T12:31:40.320Z,48.0555714,17.5703554,120.1,28.40,-0.019,1.009,0,0.6,-0.50,-0.30,2.19
257,2026-09-12T12:31:40.360Z,48.0555689,17.5703534,120.1,28.43,-0.026,1.008,0,0.9,0.07,-0.09,2.15
258,2026-09-12T12:31:40.400Z,48.0555664,17.5703516,120.1,28.55,-0.037,1.006,0,0.8,0.58,0.19,2.21
259,2026-09-12T12:31:40.440Z,48.0555637,17.5703496,120.1,28.65,-0.037,1.001,0,0.4,0.95,0.39,2.27
260,2026-09-12T12:31:40.480Z,48.0555612,17.5703477,120.1,28.64,-0.032,0.997,0,0.2,1.06,0.28,2.29
261,2026-09-12T12:31:40.520Z,48.0555587,17.5703458,120.1,28.44,-0.027,0.992,0,0.3,1.03,-0.16,2.18
262,2026-09-12T12:31:40.560Z,48.0555562,17.5703440,120.1,28.20,-0.031,0.994,0,0.0,0.98,-0.51,2.15
263,2026-09-12T12:31:40.600Z,48.0555537,17.5703421,120.1,28.18,-0.033,0.997,0,-0.3,1.07,-0.80,2.06
264,2026-09-12T12:31:40.640Z,48.0555513,17.5703401,120.1,28.26,-0.036,1.005,0,0.2,1.26,-1.03,1.91
265,2026-09-12T12:31:40.680Z,48.0555488,17.5703382,120.1,28.41,-0.031,1.014,0,0.3,1.35,-0.95,1.86
266,2026-09-12T12:31:40.720Z,48.0555463,17.5703363,120.1,28.58,-0.044,1.011,0,0.2,1.57,-0.57,1.83
267,2026-09-12T12:31:40.760Z,48.0555438,17.5703343,120.1,28.54,-0.048,1.011,0,-0.5,1.71,-0.27,1.72
268,2026-09-12T12:31:40.800Z,48.0555414,17.5703325,120.1,28.30,-0.047,1.009,0,-0.3,1.67,-0.14,1.47
269,2026-09-12T12:31:40.840Z,48.0555389,17.5703306,120.1,28.26,-0.043,1.005,0,-0.1,1.41,-0.20,1.24
270,2026-09-12T12:31:40.880Z,48.0555364,17.5703287,120.1,28.31,-0.040,0.998,0,-0.3,1.16,-0.27,0.98
271,2026-09-12T12:31:40.920Z,48.0555338,17.5703267,120.1,28.53,-0.026,0.998,0,-0.2,0.78,-0.45,0.78
272,2026-09-12T12:31:40.960Z,48.0555312,17.5703248,120.1,28.73,-0.013,0.995,0,0.2,0.27,-0.53,0.65
273,2026-09-12T12:31:41.000Z,48.0555288,17.5703229,120.1,28.71,-0.009,0.996,0,0.2,-0.07,-0.43,0.57
274,2026-09-12T12:31:41.040Z,48.0555263,17.5703209,120.1,28.75,-0.012,0.994,0,0.0,-0.26,-0.38,0.39
275,2026-09-12T12:31:41.080Z,48.0555239,17.5703190,120.1,28.72,-0.018,1.003,0,0.4,-0.49,-0.28,0.31
276,2026-09-12T12:31:41.120Z,48.0555214,17.5703171,120.1,28.43,-0.023,1.003,0,0.6,-0.74,-0.40,0.20
277,2026-09-12T12:31:41.160Z,48.0555189,17.5703153,120.1,28.48,-0.026,1.003,0,0.1,-1.00,-0.70,0.12
278,2026-09-12T12:31:41.200Z,48.0555163,17.5703133,120.1,28.60,-0.021,1.005,0,0.0,-1.47,-0.87,0.25
279,2026-09-12T12:31:41.240Z,48.0555136,17.5703114,120.1,28.71,-0.018,1.005,0,-0.0,-1.92,-0.73,0.46
280,2026-09-12T12:31:41.280Z,48.0555111,17.5703095,120.1,28.78,-0.012,1.003,0,0.2,-2.39,-0.66,0.66
281,2026-09-12T12:31:41.320Z,48.0555086,17.5703075,120.1,28.59,-0.007,1.012,0,-0.0,-2.77,-0.37,0.82
282,2026-09-12T12:31:41.360Z,48.0555062,17.5703057,120.2,28.30,-0.013,1.006,0,-0.1,-3.10,0.03,1.04
283,2026-09-12T12:31:41.400Z,48.0555036,17.5703038,120.2,28.26,-0.017,1.008,0,-0.1,-3.17,0.00,1.14
284,2026-09-12T12:31:41.440Z,48.0555011,17.5703019,120.2,28.48,-0.029,1.011,0,-0.2,-3.14,0.04,1.33
285,2026-09-12T12:31:41.480Z,48.0554985,17.5702999,120.2,28.82,-0.032,1.002,0,-0.2,-3.21,-0.09,1.62
286,2026-09-12T12:31:41.520Z,48.0554959,17.5702980,120.1,28.95,-0.036,0.991,0,-0.1,-3.13,-0.21,1.97
287,2026-09-12T12:31:41.560Z,48.0554935,17.5702960,120.1,28.90,-0.027,1.000,0,-0.4,-2.91,-0.34,2.31
288,2026-09-12T12:31:41.600Z,48.0554910,17.5702942,120.1,28.61,-0.022,0.999,0,-0.8,-2.74,-0.18,2.65
289,2026-09-12T12:31:41.640Z,48.0554882,17.5702922,120.1,28.76,-0.014,0.989,0,-1.0,-2.54,-0.32,2.98
290,2026-09-12T12:31:41.680Z,48.0554857,17.5702903,120.1,28.77,-0.010,1.000,0,-0.9,-2.03,-0.37,3.26
291,2026-09-12T12:31:41.720Z,48.0554831,17.5702884,120.1,28.80,-0.007,1.001,0,-0.8,-1.65,-0.51,3.59
292,2026-09-12T12:31:41.760Z,48.0554807,17.5702866,120.2,28.74,-0.006,0.996,0,-0.6,-1.26,-0.80,3.91
293,2026-09-12T12:31:41.800Z,48.0554782,17.5702845,120.2,28.85,-0.003,1.002,0,-0.8,-0.69,-0.81,4.20
294,2026-09-12T12:31:41.840Z,48.0554755,17.5702826,120.2,29.00,-0.005,1.006,0,-1.0,-0.13,-0.51,4.43
295,2026-09-12T12:31:41.880Z,48.0554730,17.5702808,120.2,28.76,-0.007,1.004,0,-1.2,0.32,-0.35,4.53
296,2026-09-12T12:31:41.920Z,48.0554704,17.5702790,120.2,28.60,-0.011,1.005,0,-1.4,0.75,-0.03,4.50
297,2026-09-12T12:31:41.960Z,48.0554679,17.5702770,120.1,28.76,-0.016,1.002,0,-1.3,1.01,0.17,4.40
298,2026-09-12T12:31:42.000Z,48.0554652,17.5702751,120.2,28.88,-0.029,0.996,0,-1.1,1.09,0.21,4.28
299,2026-09-12T12:31:42.040Z,48.0554626,17.5702732,120.1,29.06,-0.026,0.993,0,-1.2,1.06,0.18,4.11
300,2026-09-12T12:31:42.080Z,48.0554600,17.5702714,120.1,28.94,-0.029,0.987,0,-1.0,1.01,0.26,3.92
301,2026-09-12T12:31:42.120Z,48.0554576,17.5702695,120.1,28.80,-0.027,0.991,0,-1.3,0.95,0.23,3.69
302,2026-09-12T12:31:42.160Z,48.0554549,17.5702676,120.1,28.77,-0.028,0.992,0,-1.4,0.84,0.34,3.48
303,2026-09-12T12:31:42.200Z,48.0554523,17.5702659,120.1,28.92,-0.024,0.986,0,-1.2,0.65,0.20,3.26
304,2026-09-12T12:31:42.240Z,48.0554497,17.5702639,120.1,28.92,-0.024,0.993,0,-0.8,0.42,0.00,3.09
305,2026-09-12T12:31:42.280Z,48.0554472,17.5702621,120.1,28.82,-0.026,0.995,0,-1.1,0.16,-0.11,3.04
306,2026-09-12T12:31:42.320Z,48.0554445,17.5702602,120.1,28.93,-0.024,0.988,0,-1.3,-0.05,-0.31,3.03
307,2026-09-12T12:31:42.360Z,48.0554419,17.5702583,120.1,28.97,-0.018,0.997,0,-1.3,-0.17,-0.57,2.99
308,2026-09-12T12:31:42.400Z,48.0554394,17.5702565,120.1,29.16,-0.022,1.000,0,-1.0,-0.21,-0.49,3.06
309,2026-09-12T12:31:42.440Z,48.0554367,17.5702546,120.1,29.04,-0.024,0.996,0,-1.1,-0.15,-0.33,3.15
310,2026-09-12T12:31:42.480Z,48.0554341,17.5702528,120.1,28.85,-0.022,0.994,0,-1.4,-0.10,-0.24,3.26
311,2026-09-12T12:31:42.520Z,48.0554315,17.5702509,120.1,28.81,-0.027,0.995,0,-1.4,-0.07,-0.20,3.40
312,2026-09-12T12:31:42.560Z,48.0554288,17.5702492,120.1,29.07,-0.027,0.985,0,-1.3,0.00,-0.28,3.51
313,2026-09-12T12:31:42.600Z,48.0554262,17.5702472,120.1,29.25,-0.023,0.989,0,-1.2,0.09,-0.61,3.54
314,2026-09-12T12:31:42.640Z,48.0554236,17.5702455,120.1,29.08,-0.018,0.999,0,-1.2,0.13,-0.99,3.51
315,2026-09-12T12:31:42.680Z,48.0554209,17.5702437,120.1,29.03,-0.018,1.002,0,-0.9,0.21,-0.97,3.50
316,2026-09-12T12:31:42.720Z,48.0554183,17.5702419,120.1,28.97,-0.018,1.009,0,-1.3,0.23,-0.81,3.51
317,2026-09-12T12:31:42.760Z,48.0554157,17.5702400,120.1,29.14,-0.024,1.016,0,-1.9,0.18,-0.54,3.55
318,2026-09-12T12:31:42.800Z,48.0554130,17.5702382,120.1,29.17,-0.038,1.005,0,-1.5,0.16,-0.29,3.60
319,2026-09-12T12:31:42.840Z,48.0554103,17.5702364,120.1,29.08,-0.038,1.003,0,-1.1,0.11,-0.56,3.59
320,2026-09-12T12:31:42.880Z,48.0554078,17.5702346,120.1,29.01,-0.030,1.010,0,-1.0,0.02,-0.82,3.54
321,2026-09-12T12:31:42.920Z,48.0554051,17.5702328,120.1,28.99,-0.023,0.995,0,-1.6,0.01,-0.81,3.51
322,2026-09-12T12:31:42.960Z,48.0554024,17.5702310,120.1,29.12,-0.011,0.998,0,-1.8,0.00,-0.97,3.53
323,2026-09-12T12:31:43.000Z,48.0553998,17.5702292,120.1,29.34,-0.008,1.003,0,-1.5,-0.09,-0.74,3.62
324,2026-09-12T12:31:43.040Z,48.0553971,17.5702274,120.1,29.26,-0.020,0.989,0,-1.2,-0.13,-0.48,3.74
325,2026-09-12T12:31:43.080Z,48.0553945,17.5702256,120.1,29.12,-0.023,0.998,0,-1.5,-0.12,-0.64,3.81
326,2026-09-12T12:31:43.120Z,48.0553919,17.5702239,120.1,28.98,-0.025,1.006,0,-1.4,-0.11,-0.73,3.84
327,2026-09-12T12:31:43.160Z,48.0553892,17.5702221,120.1,29.15,-0.017,1.002,0,-1.0,-0.08,-0.73,3.85
328,2026-09-12T12:31:43.200Z,48.0553865,17.5702204,120.1,29.26,-0.008,1.004,0,-1.3,-0.03,-0.63,3.88
329,2026-09-12T12:31:43.240Z,48.0553838,17.5702186,120.1,29.26,-0.002,1.005,0,-0.9,0.07,-0.42,3.95
330,2026-09-12T12:31:43.280Z,48.0553811,17.5702168,120.1,29.45,-0.005,0.999,0,-1.2,0.20,-0.20,4.08
331,2026-09-12T12:31:43.320Z,48.0553786,17.5702149,120.1,29.48,-0.012,0.999,0,-1.4,0.34,-0.22,4.13
332,2026-09-12T12:31:43.360Z,48.0553759,17.5702131,120.1,29.44,-0.020,0.996,0,-1.6,0.57,-0.30,4.16
333,2026-09-12T12:31:43.400Z,48.0553732,17.5702115,120.1,29.27,-0.022,0.997,0,-1.7,0.83,-0.50,4.14
334,2026-09-12T12:31:43.440Z,48.0553705,17.5702097,120.1,29.41,-0.022,0.999,0,-1.1,1.00,-0.60,4.12
335,2026-09-12T12:31:43.480Z,48.0553679,17.5702079,120.1,29.39,-0.021,0.997,0,-0.5,1.22,-0.48,4.12
336,2026-09-12T12:31:43.520Z,48.0553653,17.5702060,120.2,29.37,-0.017,0.997,0,-1.3,1.46,-0.34,4.12
337,2026-09-12T12:31:43.560Z,48.0553628,17.5702043,120.2,29.41,-0.015,0.996,0,-1.6,1.63,-0.40,4.08
338,2026-09-12T12:31:43.600Z,48.0553601,17.5702025,120.2,29.26,-0.013,0.999,0,-1.5,1.79,-0.38,4.01
339,2026-09-12T12:31:43.640Z,48.0553574,17.5702008,120.2,29.31,-0.017,1.001,0,-1.6,2.00,-0.40,3.91
340,2026-09-12T12:31:43.680Z,48.0553548,17.5701990,120.2,29.55,-0.015,0.999,0,-1.5,2.07,-0.68,3.81
341,2026-09-12T12:31:43.720Z,48.0553520,17.5701973,120.2,29.57,-0.019,1.005,0,-1.0,2.09,-0.84,3.77
342,2026-09-12T12:31:43.760Z,48.0553494,17.5701957,120.2,29.49,-0.030,1.000,0,-1.4,2.17,-0.79,3.75
343,2026-09-12T12:31:43.800Z,48.0553466,17.5701939,120.2,29.61,-0.029,1.002,0,-0.8,2.27,-1.08,3.66
344,2026-09-12T12:31:43.840Z,48.0553439,17.5701923,120.2,29.50,-0.027,1.007,0,-0.7,2.37,-1.14,3.53
345,2026-09-12T12:31:43.880Z,48.0553412,17.5701905,120.2,29.57,-0.026,1.007,0,-0.9,2.49,-1.04,3.42
346,2026-09-12T12:31:43.920Z,48.0553385,17.5701887,120.2,29.71,-0.021,1.008,0,-1.5,2.62,-1.10,3.32
347,2026-09-12T12:31:43.960Z,48.0553357,17.5701869,120.2,29.76,-0.019,1.010,0,-1.2,2.77,-1.07,3.24
348,2026-09-12T12:31:44.000Z,48.0553330,17.5701853,120.2,29.67,-0.022,1.008,0,-0.7,2.93,-0.70,3.29
349,2026-09-12T12:31:44.040Z,48.0553303,17.5701835,120.2,29.61,-0.017,1.006,0,-0.2,3.10,-0.69,3.25
350,2026-09-12T12:31:44.080Z,48.0553276,17.5701818,120.2,29.56,-0.014,1.004,0,0.2,3.38,-0.49,3.18
351,2026-09-12T12:31:44.120Z,48.0553248,17.5701802,120.2,29.67,-0.012,0.996,0,-0.3,3.62,-0.42,3.06
352,2026-09-12T12:31:44.160Z,48.0553221,17.5701784,120.2,29.68,-0.014,0.995,0,-0.3,3.78,-0.37,2.99
353,2026-09-12T12:31:44.200Z,48.0553193,17.5701768,120.1,29.88,-0.015,0.994,0,0.2,3.99,-0.42,2.84
354,2026-09-12T12:31:44.240Z,48.0553166,17.5701750,120.1,29.84,-0.014,0.990,0,0.6,4.11,-0.62,2.68
355,2026-09-12T12:31:44.280Z,48.0553140,17.5701732,120.1,29.84,-0.008,0.998,0,0.7,4.17,-1.05,2.48
356,2026-09-12T12:31:44.320Z,48.0553111,17.5701714,120.1,29.99,-0.007,1.011,0,-0.6,4.32,-0.98,2.27
357,2026-09-12T12:31:44.360Z,48.0553084,17.5701698,120.1,30.00,-0.001,1.010,0,-0.0,4.44,-0.92,2.00
358,2026-09-12T12:31:44.400Z,48.0553056,17.5701681,120.1,29.97,0.009,1.019,0,0.7,4.41,-1.14,1.77
359,2026-09-12T12:31:44.440Z,48.0553029,17.5701665,120.1,29.79,0.001,1.013,0,1.3,4.45,-0.07,1.64
360,2026-09-12T12:31:44.480Z,48.0553002,17.5701646,120.2,29.79,-0.015,0.999,0,0.9,4.57,0.65,1.40
361,2026-09-12T12:31:44.520Z,48.0552976,17.5701628,120.2,29.83,-0.015,1.011,0,0.5,4.58,1.17,1.16
362,2026-09-12T12:31:44.560Z,48.0552947,17.5701610,120.1,30.01,-0.033,0.981,0,0.2,4.58,2.10,0.97
363,2026-09-12T12:31:44.600Z,48.0552919,17.5701593,120.1,30.12,-0.041,0.959,0,0.5,4.84,1.77,0.48
364,2026-09-12T12:31:44.640Z,48.0552892,17.5701577,120.1,29.87,-0.032,0.970,0,1.0,4.60,1.19,0.24
365,2026-09-12T12:31:44.680Z,48.0552865,17.5701558,120.1,29.95,-0.028,0.963,0,0.9,4.27,0.86,0.05
366,2026-09-12T12:31:44.720Z,48.0552837,17.5701541,120.1,29.97,-0.017,0.950,0,1.4,3.83,-0.43,-0.26
367,2026-09-12T12:31:44.760Z,48.0552810,17.5701523,120.1,30.13,-0.008,0.984,0,1.5,3.16,-1.09,-0.31
368,2026-09-12T12:31:44.800Z,48.0552782,17.5701507,120.1,30.02,-0.017,0.997,0,1.3,2.65,-0.91,-0.40
369,2026-09-12T12:31:44.840Z,48.0552755,17.5701489,120.1,29.81,-0.011,1.003,0,2.2,2.38,-1.34,-0.73
370,2026-09-12T12:31:44.880Z,48.0552728,17.5701471,120.1,29.91,-0.007,1.010,0,2.1,2.01,-1.31,-0.92
371,2026-09-12T12:31:44.920Z,48.0552700,17.5701452,120.1,30.18,-0.012,1.011,0,1.3,1.71,-0.88,-1.05
372,2026-09-12T12:31:44.960Z,48.0552673,17.5701435,120.1,30.06,-0.006,0.996,0,1.4,1.56,-0.85,-1.32
373,2026-09-12T12:31:45.000Z,48.0552645,17.5701418,120.1,30.03,0.001,0.989,0,1.7,1.22,-0.57,-1.43
374,2026-09-12T12:31:45.040Z,48.0552618,17.5701400,120.1,30.06,-0.001,0.981,0,1.2,0.91,-0.45,-1.54
375,2026-09-12T12:31:45.080Z,48.0552590,17.5701380,120.1,30.28,-0.007,0.972,0,1.2,0.52,-0.45,-1.63
376,2026-09-12T12:31:45.120Z,48.0552564,17.5701364,120.1,30.10,-0.010,0.971,0,1.5,0.13,-0.26,-1.67
377,2026-09-12T12:31:45.160Z,48.0552535,17.5701346,120.1,30.15,-0.011,0.975,0,2.4,-0.32,-0.55,-1.74
378,2026-09-12T12:31:45.200Z,48.0552509,17.5701327,120.1,30.21,-0.003,0.973,0,2.1,-0.74,-0.76,-1.75
379,2026-09-12T12:31:45.240Z,48.0552480,17.5701307,120.1,30.39,-0.014,0.974,0,1.7,-1.07,-0.35,-1.65
380,2026-09-12T12:31:45.280Z,48.0552453,17.5701288,120.1,30.53,-0.020,0.992,0,1.6,-1.28,-0.14,-1.61
381,2026-09-12T12:31:45.320Z,48.0552425,17.5701270,120.0,30.40,-0.018,0.994,0,1.5,-1.58,-0.27,-1.57
382,2026-09-12T12:31:45.360Z,48.0552399,17.5701251,120.0,30.15,-0.034,0.990,0,1.0,-1.85,0.14,-1.42
383,2026-09-12T12:31:45.400Z,48.0552370,17.5701233,120.0,30.25,-0.046,1.001,0,1.3,-2.04,0.19,-1.38
384,2026-09-12T12:31:45.440Z,48.0552342,17.5701213,120.0,30.34,-0.024,1.002,0,1.0,-2.36,-0.28,-1.35
385,2026-09-12T12:31:45.480Z,48.0552315,17.5701195,120.0,30.36,-0.022,0.990,0,1.3,-2.65,-0.33,-1.22
386,2026-09-12T12:31:45.520Z,48.0552287,17.5701176,120.0,30.42,-0.023,0.989,0,1.5,-2.94,-0.56,-1.06
387,2026-09-12T12:31:45.560Z,48.0552260,17.5701157,120.0,30.30,-0.016,1.011,0,1.5,-3.17,-0.57,-0.89
388,2026-09-12T12:31:45.600Z,48.0552234,17.5701139,120.0,30.29,-0.012,0.996,0,1.1,-3.51,-0.59,-0.61
389,2026-09-12T12:31:45.640Z,48.0552205,17.5701119,120.0,30.28,-0.019,1.003,0,0.4,-3.66,-0.57,-0.36
390,2026-09-12T12:31:45.680Z,48.0552179,17.5701099,120.0,30.38,-0.018,1.021,0,0.6,-3.74,-0.20,-0.04
391,2026-09-12T12:31:45.720Z,48.0552150,17.5701081,120.0,30.41,-0.014,1.007,0,0.5,-3.82,-0.04,0.22
392,2026-09-12T12:31:45.760Z,48.0552123,17.5701061,120.0,30.51,-0.016,1.000,0,0.4,-3.81,-0.23,0.47
393,2026-09-12T12:31:45.800Z,48.0552095,17.5701042,120.0,30.47,-0.034,1.004,0,0.4,-3.79,0.22,0.79
394,2026-09-12T12:31:45.840Z,48.0552068,17.5701023,120.0,30.36,-0.036,0.989,0,0.4,-3.67,-0.07,0.90
395,2026-09-12T12:31:45.880Z,48.0552041,17.5701005,120.0,30.35,-0.038,0.986,0,0.5,-3.66,-0.38,1.13
396,2026-09-12T12:31:45.920Z,48.0552014,17.5700985,120.0,30.31,-0.040,0.988,0,0.5,-3.55,-0.70,1.34
397,2026-09-12T12:31:45.960Z,48.0551986,17.5700966,120.0,30.41,-0.025,0.989,0,-0.1,-3.40,-0.91,1.58
398,2026-09-12T12:31:46.000Z,48.0551958,17.5700947,120.0,30.63,-0.001,0.988,0,-0.2,-3.32,-1.39,1.83
399,2026-09-12T12:31:46.040Z,48.0551930,17.5700926,120.0,30.69,-0.006,0.996,0,-0.5,-3.21,-1.16,2.23
400,2026-09-12T12:31:46.080Z,48.0551903,17.5700908,120.0,30.57,-0.007,0.994,0,-0.3,-2.98,-1.07,2.56
401,2026-09-12T12:31:46.120Z,48.0551875,17.5700889,120.0,30.55,-0.008,0.990,0,-0.1,-2.75,-0.88,2.91
402,2026-09-12T12:31:46.160Z,48.0551846,17.5700869,120.0,30.58,-0.024,0.989,0,-0.7,-2.41,-0.58,3.25
403,2026-09-12T12:31:46.200Z,48.0551820,17.5700850,120.0,30.65,-0.028,1.004,0,-0.6,-1.88,-0.11,3.52
404,2026-09-12T12:31:46.240Z,48.0551791,17.5700832,120.0,30.52,-0.032,0.998,0,-0.4,-1.46,0.28,3.80
405,2026-09-12T12:31:46.280Z,48.0551765,17.5700813,120.0,30.35,-0.014,0.994,0,-0.9,-1.04,-0.04,3.87
406,2026-09-12T12:31:46.320Z,48.0551737,17.5700793,120.0,30.58,-0.018,0.996,0,-0.9,-0.66,0.12,3.99
407,2026-09-12T12:31:46.360Z,48.0551709,17.5700774,120.0,30.74,-0.016,0.997,0,-0.7,-0.28,0.04,4.03
408,2026-09-12T12:31:46.400Z,48.0551681,17.5700754,120.0,30.81,-0.009,0.991,1,-1.1,0.04,-0.59,3.97
409,2026-09-12T12:31:46.440Z,48.0551653,17.5700737,119.9,30.76,-0.015,0.999,1,-0.8,0.38,-0.49,4.00
410,2026-09-12T12:31:46.480Z,48.0551626,17.5700717,120.0,30.60,-0.031,1.000,1,-0.5,0.62,-0.21,4.07
